gene_name,1cell_A.x,1cell_B.x,2cell_A.x,2cell_B.x,1cell_A.y,1cell_B.y,2cell_B.y,2cell_A.y
kcc-1,419,1455,444,108,165,137,48,74
R13A5.11,8,5,6,0,1,3,1,1
lpd-7,835,1079,545,280,40,62,3,3
cup-5,1345,3029,1243,314,90,89,141,176
R13A5.7,388,1684,482,52,32,29,59,50
rpl-9,305,267,331,161,3,20,1,1
mfsd-6,0,3,0,0,1,1,1,1
R13D11.4,0,0,0,2,1,1,1,1
nhr-270,0,11,0,3,1,1,1,1
kbp-1,888,783,806,378,43,43,13,15
cra-1,1195,1575,842,353,105,120,3,23
srv-1,18,6,0,1,1,1,1,1
ten-1,821,1409,626,284,233,292,52,57
zak-1,10,5,20,5,3,2,3,2
sma-3,38,76,59,22,3,4,1,4
dpy-27,600,1510,559,181,124,86,88,78
amx-1,442,1265,528,153,59,59,83,98
cnnm-5,0,2,0,0,1,1,1,1
R13H4.2,4,0,0,1,1,2,1,1
hmp-1,971,1355,488,246,54,93,1,8
R13H4.5,4,3,9,1,1,1,1,1
daf-16,612,1666,520,137,65,75,5,17
klp-6,2,0,0,0,2,1,1,1
R144.10,455,622,384,143,28,18,33,33
R144.11,84,123,90,28,5,4,4,3
R144.12,194,215,164,67,13,14,1,3
R144.13,105,129,97,50,4,10,3,3
pcf-11,391,634,296,105,94,99,15,16
R144.3,461,344,365,247,20,29,9,7
wip-1,346,462,318,136,56,57,7,29
smcr-8,367,755,335,121,18,24,15,11
R144.6,644,1914,648,246,30,27,54,35
larp-1,1508,2844,1098,451,372,447,6,48
mdt-11,536,816,684,282,41,36,46,36
mks-1,0,1,1,0,1,1,1,1
lmtr-5,18,43,22,20,18,15,2,1
R148.3,740,971,408,224,173,237,34,69
R148.4,393,485,362,103,14,15,1,3
R148.5,284,272,149,82,15,8,11,5
heh-1,0,1,0,0,3,1,1,1
R151.10,383,731,410,160,19,15,31,20
R151.1,4,19,7,0,1,2,3,1
R151.2,2507,13287,3486,520,289,212,309,259
rpl-6,921,507,718,344,25,25,1,2
dpy-31,20,39,0,0,2,3,1,1
R151.6,418,839,467,165,39,33,55,54
hsp-75,1439,1743,952,434,117,125,40,25
R151.8,819,905,597,245,66,66,34,33
pfd-5,975,786,780,460,52,62,6,1
pde-4,0,0,0,1,2,1,1,1
mboa-6,1991,5866,2259,629,85,139,90,103
moa-1,0,2,0,0,1,1,1,1
dpy-23,367,722,341,73,32,40,59,37
lst-2,108,649,216,44,28,24,50,61
mab-10,52,94,43,13,16,26,1,6
R166.2,1465,1787,941,307,72,95,71,84
R166.3,282,250,289,107,12,17,5,11
pro-1,436,389,221,147,26,23,4,3
mnk-1,250,422,251,130,118,183,10,55
pde-12,588,1482,637,194,57,48,53,67
R186.1,0,7,4,0,1,1,1,1
R186.3,803,658,431,220,80,57,1,1
shw-3,0,2,0,0,1,1,1,1
mpst-7,25,19,35,3,1,2,2,1
pnn-1,1006,1878,653,240,67,59,123,68
R186.8,54,65,59,42,1,5,1,2
sma-1,639,1259,458,174,124,201,65,57
R31.2,514,1279,459,124,65,44,31,50
osm-6,2,0,2,1,1,1,1,1
sdz-28,0,0,4,3,1,1,1,1
R52.5,0,0,1,0,1,1,1,1
math-37,2,0,0,0,1,1,1,1
flad-1,1774,1723,1338,561,38,48,14,8
dtmk-1,769,1094,697,195,34,37,66,58
R53.4,4207,4569,3671,1682,80,100,4,14
R53.5,381,395,336,176,18,25,22,23
psf-1,2486,2491,1757,1006,54,73,28,21
aakg-5,1088,1735,889,288,83,117,6,18
lars-1,673,939,466,280,87,108,2,7
R74.10,0,4,0,0,1,1,1,1
xbp-1,1560,3523,1615,386,91,111,9,9
dnj-16,791,1206,655,181,63,70,19,21
asd-1,500,774,465,91,78,77,61,59
pelo-1,241,409,176,56,29,25,16,11
R74.7,632,1599,628,219,84,64,51,52
R74.8,2971,3307,1783,1076,139,126,8,15
ttbk-7,87,264,102,4,12,15,15,8
gcy-28,219,366,129,62,96,92,10,9
T01A4.9,20,6,11,2,1,1,1,1
grd-14,3,0,0,0,1,1,1,1
eppl-1,6,0,0,3,1,1,1,1
syx-4,485,1032,456,212,27,20,57,27
ant-1.4,1,0,0,1,1,4,1,1
oat-1,6,0,0,0,1,1,1,1
twk-21,4,0,0,0,1,1,1,1
T01B6.1,57,19,15,9,2,2,1,1
aakg-4,6,8,3,1,1,3,1,1
rab-21,558,756,422,148,18,37,3,2
cyn-11,1047,1173,941,463,32,34,45,25
T01B7.5,1548,1509,1071,425,52,82,6,21
trcs-2,1048,6840,1842,240,352,299,508,462
T01B7.9,0,5,1,1,1,1,1,1
mbr-1,0,6,0,2,1,1,1,1
cdt-2,382,839,320,104,35,24,22,17
T01C3.11,3,2,1,0,1,1,1,1
T01C3.2,604,816,677,405,53,58,53,38
T01C3.3,2120,1133,1106,642,35,62,1,4
fil-1,0,6,0,0,1,1,1,1
rps-16,598,404,530,267,14,12,1,1
fib-1,11880,8845,5870,3708,227,243,28,140
mut-15,445,1579,564,122,52,36,49,31
hrde-2,1521,1471,1161,670,71,64,1,3
lmd-5,0,0,2,0,1,1,1,1
odr-2,2,0,0,0,1,1,1,1
aak-2,263,1054,331,47,48,34,60,54
mec-4,0,0,4,0,1,1,1,1
etr-1,764,1208,398,196,58,74,14,19
T01D1.3,0,0,0,1,1,1,1,1
T01D1.4,6,11,0,0,2,1,1,1
T01D1.5,0,0,1,0,1,1,1,1
T01D3.1,37,142,59,4,2,2,1,5
T01D3.3,0,0,3,0,2,3,1,1
srx-96,1,0,0,0,1,1,1,1
zipt-9,1703,2504,1323,503,63,63,4,9
ref-1,230,270,195,43,11,11,18,15
plc-3,108,90,54,29,9,12,1,2
mec-15,2011,3983,1642,651,98,75,27,21
nrde-2,468,1168,422,127,83,67,45,57
mrps-14,835,612,634,359,29,41,6,4
ubxn-5,0,3,0,0,1,1,1,1
klp-12,2652,3163,1224,654,143,200,29,59
T01G1.2,0,1,0,0,1,1,1,1
sec-31,920,1155,694,273,106,124,15,20
T01G1.4,388,628,279,96,41,22,14,4
str-171,5,0,2,0,1,1,1,1
T01G5.7,502,520,345,158,22,27,3,3
T01G5.8,1,0,0,0,1,1,1,1
nhr-130,0,0,1,0,1,1,1,1
T01G9.2,631,2871,822,169,77,70,156,115
dma-1,1,0,0,0,1,1,1,1
npp-2,1276,4412,1759,425,208,176,177,154
mei-1,3214,9127,2711,803,140,99,102,101
kin-10,3954,8424,3048,865,87,114,13,14
lyst-1,32,59,26,10,9,7,8,5
vha-4,1456,1332,1048,421,55,54,10,10
T01H3.2,380,761,404,162,39,29,30,22
T01H3.3,1569,2313,1316,366,159,177,82,107
perm-1,374,264,99,67,30,38,1,1
T01H3.5,5,1,3,0,1,1,1,1
rskn-1,1872,1639,510,256,176,225,1,14
T01H8.2,63,52,44,22,2,2,3,3
gon-2,145,650,127,66,92,63,28,35
T02B11.6,4,0,0,0,1,1,1,1
nas-32,14,9,2,0,1,1,1,1
cest-1,0,0,1,0,1,1,1,1
T02C1.1,25,6,8,15,2,4,1,2
T02C1.2,50,107,63,13,4,7,2,9
hum-5,7,19,4,4,3,1,2,2
snpc-3.4,893,2433,873,315,53,46,49,44
tftc-5,1681,1864,991,469,59,62,53,54
T02C5.1,0,2,0,0,1,1,1,1
igcm-3,45,378,134,11,16,15,17,22
unc-2,18,11,1,0,5,3,1,1
pmp-4,1,0,0,1,1,1,1,1
npr-26,6,0,0,0,1,1,1,1
T02E1.2,835,2194,736,249,91,78,67,50
gla-3,1199,1624,888,227,128,142,26,45
dhs-3,7,12,7,8,2,2,1,1
T02E1.8,0,1,0,0,1,1,1,1
grl-7,0,1,0,0,1,1,1,1
T02E9.5,0,2,0,0,1,1,1,1
mct-5,1025,1834,736,229,78,86,146,134
mmaa-1,1166,1979,970,323,66,80,76,73
T02G5.3,216,212,180,96,6,6,7,7
T02G5.7,810,2183,828,241,63,56,108,94
kat-1,1282,2609,1092,503,177,149,101,88
kars-1,4668,5798,3868,1590,221,286,4,21
T02G6.5,737,876,600,232,19,24,4,3
T02H6.11,2131,5007,2183,721,45,31,25,21
T02H6.1,524,1176,270,137,42,70,16,33
thoc-1,197,571,178,64,52,39,36,31
T02H6.4,0,0,1,2,1,1,1,1
T02H6.5,0,1,0,7,1,1,1,1
T02H6.9,0,8,0,0,1,1,1,1
T03D3.5,181,282,173,71,31,32,3,3
num-1,2612,3819,1647,567,111,125,150,171
mrps-12,67,45,45,37,2,8,1,1
sbt-1,0,1,0,0,1,1,1,1
T03D8.6,54,79,33,9,3,3,1,3
nhr-271,0,2,0,0,1,1,1,1
cpl-1,7,8,10,0,1,1,1,1
uba-5,764,831,484,225,31,58,3,6
T03F1.12,401,428,334,164,9,18,15,25
coq-4,258,234,216,98,3,8,2,2
pgk-1,1643,3746,1378,473,73,81,76,98
gsp-4,0,1,0,0,1,1,1,1
T03F1.6,21,44,52,14,5,6,1,2
tfbm-1,591,757,455,224,21,30,7,12
guk-1,872,1630,694,336,48,37,5,2
hcp-4,1171,1960,835,365,75,86,84,62
qdpr-1,392,1051,525,132,17,24,14,22
dnj-17,1456,1412,594,418,106,72,81,71
T03F6.3,1479,6609,2262,407,101,85,160,139
T03F6.4,2,0,1,0,1,1,1,1
lis-1,315,886,385,121,85,89,8,22
T03F6.9,0,0,4,0,1,1,1,1
srh-47,0,0,1,0,1,1,1,1
pqn-62,0,1,0,0,1,2,1,1
T03G11.3,0,0,0,1,1,1,1,1
mans-3,261,762,262,99,26,15,14,19
T03G11.6,1028,1493,1001,388,28,41,7,9
nhr-40,121,93,68,31,11,7,1,1
T03G6.3,0,1,0,0,1,1,1,1
him-6,597,828,318,168,38,65,9,9
sru-20,3,0,0,0,1,1,1,1
T04A6.3,0,1,4,0,1,1,1,1
srg-10,0,1,1,0,2,1,1,1
sel-13,542,849,450,189,56,34,76,58
mrpl-16,468,464,276,151,22,27,4,5
tag-189,1478,941,812,531,35,29,1,1
T04A8.13,1,4,0,0,1,2,1,1
emb-5,1990,9093,2315,604,380,329,352,347
him-18,1039,1410,691,340,62,75,14,10
clp-2,360,1064,512,140,68,52,44,52
T04A8.18,2,11,0,1,1,1,1,1
nifk-1,1551,1527,1208,592,60,56,9,20
T04A8.7,713,859,291,148,50,103,4,4
T04A8.8,3318,3393,2156,1059,144,157,16,16
dnj-18,830,571,663,418,57,40,2,4
T04B2.3,0,2,0,0,1,1,1,1
T04B8.1,0,0,1,0,1,1,1,1
arrd-1,5,3,1,1,1,1,1,1
T04B8.5,252,748,261,63,14,22,10,12
mbk-1,679,853,539,259,66,64,26,38
epn-1,1242,2637,1070,342,61,93,3,20
atf-5,0,0,3,4,1,1,1,1
act-3,78,50,39,13,1,1,1,1
act-2,13025,27676,11880,3950,342,405,330,282
act-1,52,53,63,25,1,1,1,1
T04C12.8,13,2,2,4,1,1,1,1
T04C4.1,419,667,412,98,209,210,256,251
T04C9.1,296,1188,374,80,83,91,51,63
T04C9.3,7,3,2,6,2,2,1,2
mlp-1,22,6,12,1,1,1,3,1
frm-2,61,124,69,23,10,8,1,7
unc-57,652,2992,881,134,128,105,114,125
chd-7,564,1860,546,196,198,190,77,86
T04D3.1,564,1077,500,199,51,40,14,14
pde-1,0,2,0,0,1,1,1,1
gcy-35,43,81,41,16,10,2,3,1
T04D3.5,3723,8036,3212,930,99,101,142,160
T04D3.8,49,24,32,9,2,2,1,1
T04F3.4,2,1,1,0,1,1,1,1
sfxn-1.5,812,521,568,342,24,33,1,6
T04F8.2,498,965,433,92,26,37,4,6
T04F8.3,0,0,2,0,1,1,1,1
T04F8.6,236,269,129,40,14,20,1,1
T04F8.8,1,4,7,0,1,1,1,1
attf-5,342,439,198,95,52,33,17,28
ile-2,517,841,455,142,31,38,6,8
T04G9.4,23,3,20,0,2,1,1,1
trap-2,793,1206,960,284,47,46,48,83
T04G9.7,8,20,1,3,1,1,1,1
T04H1.2,2347,3364,1757,604,176,211,1,24
rad-50,2298,2836,1319,557,169,139,46,63
T04H1.5,662,982,513,206,47,62,3,4
lrx-1,0,3,0,2,1,1,1,1
tbb-6,1,4,6,0,1,1,1,1
npr-2,0,4,0,0,1,1,1,1
sma-9,299,696,302,112,88,81,33,29
vap-2,0,0,0,1,1,1,1,1
tre-2,531,685,521,161,29,30,11,9
T05A12.3,553,596,262,160,74,77,14,15
T05A12.4,550,1305,333,82,135,119,11,35
cki-1,49,51,63,12,1,3,1,1
cki-2,476,873,392,120,31,36,3,1
irld-47,0,0,2,1,1,1,1,1
T05A7.1,649,529,493,289,19,19,1,1
T05A7.11,0,1,0,0,1,1,1,1
hmg-11,0,3,0,0,3,1,3,1
T05A7.7,0,10,0,0,1,1,1,1
nep-2,0,0,2,0,3,1,1,1
T05A8.5,7,9,6,0,1,1,1,1
T05A8.8,11,8,0,0,1,1,1,1
T05B11.1,31,12,9,18,3,1,1,1
clic-1,1788,1505,1294,646,72,85,3,35
T05B11.4,0,3,1,1,1,1,1,1
T05B11.7,0,0,2,0,1,1,1,1
phat-5,0,0,0,1,1,1,1,1
nhr-57,25,21,4,2,1,4,1,1
phat-4,1,0,0,0,1,1,1,1
T05B9.1,5150,7196,3807,1639,136,172,32,31
T05B9.2,0,10,3,3,1,1,1,1
T05C1.1,0,3,0,2,1,1,1,1
camt-1,240,473,268,61,23,29,6,8
T05C12.11,0,1,0,0,1,1,1,1
T05C12.15,0,0,1,0,1,1,1,1
acr-14,1,2,0,0,1,1,1,1
T05C12.4,9,5,0,0,1,1,1,1
mig-5,2349,6508,2156,586,199,147,172,159
cct-1,4640,5783,3535,1666,136,244,3,28
T05C12.8,0,4,0,0,1,1,1,1
grl-18,2,4,0,0,2,1,2,1
dnj-19,2113,3562,1716,666,131,213,18,32
T05C3.6,12,15,1,0,1,1,1,1
srg-65,0,4,0,0,1,1,1,1
T05C7.4,0,0,1,0,1,1,1,1
T05C7.5,1,1,0,0,1,1,1,1
T05C7.7,1,6,1,0,1,1,1,1
aldo-1,17,9,19,26,2,2,1,1
T05D4.2,2,36,22,6,1,2,4,2
T05D4.3,10,22,3,7,1,1,1,1
osm-7,47,158,35,16,4,2,6,2
T05D4.5,8,10,3,6,2,1,2,1
rps-5,1536,1475,1415,700,30,43,2,9
T05E11.2,0,7,1,1,1,1,1,1
enpl-1,6762,7979,2782,1213,479,584,5,51
spo-11,1960,1904,1306,673,43,41,2,2
imp-2,3194,4713,2859,1023,213,253,36,39
hpo-4,48,84,40,27,18,22,9,14
T05E11.8,17,23,6,3,2,1,1,2
T05E12.6,0,0,0,1,1,1,1,1
T05E7.3,1895,2749,1501,428,134,119,41,59
T05E7.4,0,1,1,0,1,1,1,1
vet-1,76,91,68,21,5,9,17,11
let-355,748,3410,1156,240,121,143,83,81
dhs-4,0,3,3,0,1,1,1,1
T05F1.11,1,1,1,0,1,1,1,2
T05F1.13,104,257,103,31,5,5,2,6
nra-2,4068,4193,3060,1131,232,269,34,28
T05F1.2,3004,8443,2810,952,188,184,227,212
rps-19,417,320,455,233,19,24,1,3
T05F1.4,964,4242,1070,203,44,38,95,79
T05F1.5,2,0,2,0,1,1,1,1
hsr-9,2639,12355,3162,704,459,433,459,369
pzf-1,1208,2034,600,222,43,58,1,2
iff-1,2856,3348,3133,1701,50,85,2,19
T05G5.1,109,195,96,5,6,14,16,23
cdk-1,2843,14858,4366,792,177,165,319,279
T05G5.4,64,97,59,23,4,2,1,1
T05G5.5,1234,2415,675,308,13,37,10,5
ech-6,1227,3222,1256,475,92,80,109,87
rmd-1,8698,11020,8555,3963,157,239,36,113
vps-53,309,787,365,80,48,46,57,79
gcc-2,1837,1207,1020,551,71,79,1,5
T05H10.1,2086,3762,1444,540,287,354,8,30
apn-1,1141,1685,817,435,34,54,6,10
T05H10.3,0,4,1,0,1,1,1,1
T05H10.4,840,3109,1249,255,82,87,210,131
ufd-2,589,956,485,195,77,88,6,12
pdha-1,4374,7865,3454,1303,232,257,31,54
gpcp-2,1423,1436,888,387,112,140,1,13
T05H10.8,6,9,7,1,1,1,1,1
acl-8,767,666,420,245,71,82,1,6
T05H4.10,311,276,244,128,21,23,1,3
T05H4.11,1008,3225,903,211,32,27,17,10
atp-4,2264,2135,2490,1226,70,59,10,12
alh-4,1105,1470,773,267,58,53,37,28
gad-1,2892,5634,2327,865,174,164,203,155
hpo-19,2157,2525,1800,821,55,66,19,26
erfa-1,2043,3349,1399,528,110,98,131,109
T05H4.7,0,0,3,0,1,1,1,1
glb-25,0,2,0,0,1,1,1,1
T06A10.107,0,12,0,0,1,1,1,1
mel-46,1169,1216,444,256,50,51,9,13
T06A10.2,0,2,0,0,1,1,1,2
gtsf-1,628,698,420,253,28,35,12,7
lsy-13,1003,3021,995,334,61,53,112,82
T06A4.1,0,0,0,2,1,1,1,1
mps-3,0,3,0,0,1,1,1,1
T06A4.3,3,0,0,0,1,1,1,1
nhr-213,0,3,0,0,1,1,1,1
fbxa-197,84,61,61,32,4,4,1,1
nhr-102,75,55,21,15,4,6,5,5
nhr-84,94,87,45,28,1,8,1,1
rsbp-1,0,2,1,4,1,3,1,1
chaf-1,1736,2653,1122,661,154,90,186,146
T06D4.1,1461,4013,1254,417,131,106,126,143
nep-20,0,3,3,2,1,1,1,1
srap-1,15,4,6,0,5,5,1,1
plpr-1,0,4,0,0,1,1,1,1
cox-15,1242,2117,1000,406,42,47,6,19
cchl-1,2876,3053,1806,796,125,110,7,16
fndc-1,1246,2833,1166,398,32,35,28,9
rpn-9,3427,7464,3505,1126,159,173,138,135
T06D8.9,2299,2115,1539,794,108,141,35,47
hcp-2,1609,4571,1448,532,224,216,214,199
atl-1,642,1602,552,238,112,133,69,90
T06E4.8,2,0,0,0,1,1,1,1
T06E6.1,303,161,110,73,14,9,1,2
cyb-3,11601,46756,19647,3311,899,762,1536,1421
sri-7,0,0,1,0,1,1,1,1
acl-2,564,278,226,91,40,61,1,1
T06G6.12,0,3,0,2,1,1,1,1
T06G6.5,0,0,7,2,1,1,1,1
pfd-3,750,1058,686,183,40,29,7,5
unc-58,0,0,9,0,1,1,1,1
moc-1,266,585,217,98,12,21,14,11
unc-50,208,332,286,106,57,52,32,53
T07A5.5,191,125,182,88,5,3,8,1
unc-69,895,1059,834,289,28,33,9,7
T07A5.7,8,21,11,1,2,2,2,1
T07A9.10,661,1709,537,161,30,28,54,59
rps-24,1410,831,1001,741,13,14,1,4
T07A9.12,18,34,34,2,2,3,1,5
tag-261,444,692,484,119,23,17,14,19
T07A9.14,6,12,2,4,3,1,1,1
T07A9.15,126,149,128,57,7,11,1,2
ears-2,100,171,83,43,6,4,3,2
kgb-1,57,113,46,20,4,5,3,7
eri-1,865,2631,858,284,96,75,110,90
daf-18,6324,25126,6062,1303,1003,772,1204,1025
gpa-4,6,37,23,2,2,2,2,2
rrp-8,457,529,379,171,28,30,6,9
nog-1,1130,1066,628,395,66,51,1,12
madf-4,35,34,8,6,3,3,1,1
rmh-2,384,681,257,96,22,24,15,24
suds-3,1109,3067,1073,293,48,24,74,72
umps-1,776,543,171,169,33,58,2,10
sas-7,220,485,195,79,24,26,40,40
T07C4.12,259,281,272,96,19,8,15,9
tbx-8,11,9,5,0,1,1,1,1
T07C4.3,1212,4616,1524,291,167,120,213,202
spp-1,9,10,7,5,1,2,2,1
ttr-15,2,6,0,0,1,1,2,1
tbx-9,827,841,636,407,41,47,21,18
mev-1,807,1242,839,328,35,32,29,43
ced-9,130,257,114,27,66,66,42,40
nex-2,78,150,60,20,11,18,8,6
T07D1.2,2,5,4,2,1,1,1,1
fox-1,210,282,164,66,13,18,1,6
T07D10.1,1,10,0,0,1,1,1,1
ntr-1,2,2,2,2,1,1,1,1
T07D10.3,1,0,1,1,1,1,1,1
flp-33,0,0,2,0,1,1,1,1
T07D3.2,0,0,2,0,1,1,1,1
alg-2,790,1976,783,172,110,109,69,89
T07D3.9,650,587,322,160,9,16,16,13
npr-20,2,4,0,0,1,1,1,1
T07D4.2,2,2,9,0,1,1,1,1
rha-1,2271,2647,1100,660,197,170,80,88
ddx-19,470,1427,456,114,74,88,97,64
T07D4.5,564,535,587,275,36,34,13,14
T07E3.3,1141,814,812,366,72,101,1,6
T07E3.4,123,140,74,42,4,7,2,3
brc-2,798,624,429,184,51,34,7,11
T07F10.3,418,1458,577,136,59,41,46,36
bus-19,0,3,2,0,1,1,1,1
T07F10.5,3,2,0,0,1,1,1,1
T07F10.6,1,3,0,0,1,3,1,1
T07F12.1,8,25,8,3,1,2,1,3
T07F12.2,866,5061,1077,168,26,20,14,15
T07F12.4,7,6,1,0,1,2,1,1
T07F8.1,1,0,3,0,2,1,1,1
npr-31,13,11,4,0,1,1,1,1
gld-3,2892,14003,4213,780,444,359,254,263
T07F8.4,205,740,163,42,23,19,15,11
zim-2,611,1062,537,195,35,28,60,35
zim-3,554,586,360,260,46,49,5,11
him-8,1259,903,758,440,37,49,4,11
T07G12.5,0,0,1,0,1,1,1,1
zim-1,1240,1028,629,345,68,72,7,9
mom-1,202,315,186,48,16,8,8,7
col-166,2,0,0,0,2,2,1,1
srx-59,0,0,1,0,1,1,1,1
mec-1,0,9,1,0,1,1,1,1
ptr-15,11,7,2,0,3,1,2,1
T08A11.1,397,1383,438,120,236,205,166,123
sftb-1,1317,4786,1367,353,318,260,283,312
epg-7,607,1267,454,130,72,57,38,42
ttr-59,0,1,0,0,1,1,1,1
T08A9.13,0,0,0,1,1,1,1,1
sng-1,6,0,4,0,1,1,1,1
T08B1.1,4,0,0,0,1,1,1,1
alh-5,8,1,5,2,1,1,1,1
T08B1.4,0,3,5,0,1,1,1,1
rps-17,805,455,735,411,11,20,1,2
T08B2.11,315,434,239,103,16,10,3,6
T08B2.4,0,0,1,0,1,1,1,1
rbm-5,1979,1958,669,365,103,105,77,86
ech-1.2,2966,6518,3169,944,266,292,130,121
mrpl-23,184,172,122,52,10,24,2,3
fars-1,1645,1408,1154,582,70,78,3,15
T08B6.4,2,1,0,0,1,3,1,1
sgnh-1,8,7,3,0,1,1,1,1
str-166,0,1,0,0,1,1,1,1
nfya-1,717,964,396,124,33,50,2,7
lsd-1,1353,1341,784,292,49,56,93,60
T08D2.4,3,0,0,0,1,1,1,1
T08D2.5,0,1,0,0,1,1,1,1
T08D2.6,0,8,2,3,1,2,1,1
T08D2.7,5,20,3,2,3,1,1,1
T08D2.8,2,1,1,0,1,2,1,2
T08E11.1,7,0,0,0,1,1,1,1
math-41,1,0,0,0,1,1,1,1
fbxa-3,5,1,0,0,1,1,1,1
T08G11.1,3522,2729,1545,970,456,766,38,87
T08G11.3,1,0,0,0,1,1,1,1
T08G11.4,946,769,586,338,38,43,3,28
unc-29,6,6,3,0,1,1,1,1
acdh-10,1268,5616,1442,397,82,67,131,99
T08G5.15,0,2,0,0,1,1,1,1
T08G5.3,0,1,0,0,1,1,1,1
vps-39,2703,5698,2226,876,288,302,15,36
rhgf-2,58,101,28,20,11,9,1,3
gpx-6,4,11,2,0,2,2,1,1
nhr-66,1558,2089,901,322,110,82,7,16
T09A12.5,192,129,274,119,10,12,1,1
lin-5,1044,3402,1134,384,123,92,199,198
ostb-1,5282,6484,4275,1321,244,342,109,106
ztf-17,458,778,359,99,55,49,16,7
T09A5.15,124,199,158,113,13,12,4,2
klp-3,53,76,29,8,5,3,9,3
T09A5.4,40,84,36,9,8,4,5,2
T09A5.5,334,491,231,177,11,24,4,1
mdt-10,338,603,439,170,30,16,36,36
mdmh-35,847,705,669,327,37,20,1,3
cec-3,2482,4780,2034,549,113,132,55,88
sds-22,1397,1580,981,372,75,69,60,44
pigv-1,4038,12067,4427,1195,406,422,579,516
chn-1,1360,2962,1119,439,71,68,31,34
T09B4.2,842,882,522,272,29,35,6,4
T09B4.3,0,0,0,3,1,1,1,1
T09B4.4,3,3,0,0,1,1,1,1
T09B4.5,134,174,197,26,23,18,3,11
T09B4.8,40,63,60,12,3,5,6,1
tin-44,1173,1189,829,273,116,88,12,7
T09B9.1,1342,1428,1181,465,58,51,1,4
T09B9.4,877,1013,547,290,25,52,1,19
T09D3.3,0,0,0,1,1,1,1,1
noca-1,2356,2976,1483,652,158,206,10,28
him-17,2026,3400,1493,502,165,192,122,104
cni-1,1045,1278,1185,467,33,27,6,12
T09E8.4,0,3,0,0,1,1,1,1
ztf-27,47,109,54,8,5,2,4,8
T09F3.2,835,1952,881,180,104,81,41,37
gpd-1,4118,11567,3671,1497,16,23,46,43
T09F3.4,135,67,79,39,7,6,4,4
T09F3.5,497,781,279,149,37,27,23,19
T09F5.20,0,0,2,0,1,1,1,1
unc-10,0,14,3,2,1,2,1,1
ucr-2.2,494,648,343,169,9,15,8,15
T10B10.3,845,1389,546,194,100,96,2,23
T10B10.4,0,4,0,0,1,1,1,1
T10B10.8,0,1,2,0,1,1,1,1
pcbd-1,359,706,173,73,7,17,2,4
cerk-1,1176,1716,903,368,58,65,41,45
ztf-4,932,4229,1820,353,78,90,103,76
T10B11.5,7,28,9,3,1,3,1,1
T10B11.6,514,641,395,176,29,27,10,7
hrde-4,187,390,211,82,98,60,108,83
T10B11.8,633,1677,706,238,78,60,89,77
T10B5.10,7,11,3,0,1,1,1,1
T10B5.3,562,618,302,199,29,42,6,9
T10B5.4,6,2,3,2,1,1,1,1
cct-7,2154,2452,1009,562,103,173,5,40
knl-3,1618,2528,1089,493,43,50,90,83
T10C6.10,575,921,391,95,35,22,15,10
his-4,24,25,32,14,37,48,5,23
his-3,26,42,10,8,57,49,4,15
his-2,28,26,20,14,35,51,7,11
his-1,49,34,19,15,82,115,2,14
T10C6.16,4,0,0,0,1,1,1,1
cwc-15,1711,2421,1416,615,85,73,79,45
T10C6.6,937,783,501,275,15,39,1,7
T10C6.7,13,22,5,8,2,1,1,2
T10D4.14,1,0,0,0,1,1,1,1
chil-24,22,37,22,7,2,2,1,2
ins-31,0,1,0,0,3,1,1,1
T10D4.6,314,532,291,95,30,23,20,20
T10E10.4,3,0,0,0,1,1,1,1
T10E9.1,1062,911,649,301,67,58,49,30
T10E9.14,66,139,74,22,7,7,14,16
T10E9.2,1839,2175,1260,544,129,147,9,7
T10E9.3,1,2,0,0,1,1,1,1
T10E9.4,0,0,0,1,1,3,1,1
nuo-2,1541,1633,1112,453,28,32,4,7
T10E9.8,7,11,13,4,1,3,1,5
acdh-4,1,0,1,0,1,1,1,1
gars-1,2344,3397,1867,807,95,153,31,35
T10F2.2,240,305,150,77,20,21,5,3
ulp-1,356,1268,377,66,151,90,156,113
prp-19,1128,5268,1779,282,238,220,430,348
T10F2.5,602,375,502,260,36,25,9,6
T10G3.3,7,0,9,1,1,1,1,1
T10G3.4,0,1,0,0,1,1,1,1
eea-1,552,592,228,120,70,55,48,52
gut-2,652,1044,699,302,22,25,20,16
hum-6,1,2,0,0,2,1,1,1
T10H10.2,0,0,2,0,1,1,1,1
sav-1,226,170,153,53,11,12,1,2
syx-18,1092,778,450,267,49,63,4,5
snb-1,1295,6699,1276,255,43,40,35,39
T10H9.8,3,7,0,0,1,1,1,1
T11B7.1,54,92,51,20,10,14,13,14
alp-1,1,0,0,0,1,1,1,1
srw-60,5,2,0,0,1,1,1,1
hpa-2,0,1,0,0,1,1,1,1
T11F8.1,490,845,523,218,23,31,11,20
rme-2,3720,4555,592,433,279,466,1,32
dhs-19,393,328,280,83,15,15,31,33
T11F9.22,0,1,5,0,1,1,1,1
zipt-16,11,2,0,4,1,1,1,1
nas-20,10,9,9,0,1,1,2,1
aat-6,1,5,5,6,2,3,1,1
nas-21,1,0,0,0,1,1,1,1
nas-22,0,0,1,0,1,1,1,1
hars-1,887,1803,758,304,83,58,18,16
T11G6.2,299,656,193,65,6,25,4,6
T11G6.3,2,28,9,1,1,3,1,1
T11G6.4,51,63,42,9,2,4,1,1
T11G6.5,1854,2899,1247,530,181,147,65,84
